,FIRE_NUMBER,FIRE_YEAR,RESPONSE_TYPE_DESC,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_LABEL,FIRE_CENTRE,ZONE,FIRE_ID,FIRE_TYPE,INCIDENT_NAME,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE,CURRENT_SIZE,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,fme_feature_type,geometry
95,G00323,1969,,19690804160000,19690805100000,Person,1969-G00323,4.0,0.0,4000323,Fire,,,55.847,-121.23,0.1,JA70003000,4944894,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2299999997 55.8470000004)
96,G70037,1985,,19850705030000,19850707175900,Lightning,1985-G70037,4.0,7.0,4070037,Fire,,,55.905,-121.217,0.1,JA70003000,4986784,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2170000003 55.9050000001)
97,G70005,1985,,19850517110000,19850518073500,Unknown,1985-G70005,4.0,7.0,4070005,Fire,,,55.927,-121.204,78.0,JA70003000,4985253,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2039999992 55.9270000002)
98,G70536,1998,,19980921080000,19980922204500,Person,1998-G70536,4.0,7.0,4070536,Fire,,,55.9167,-121.2,2.0,JA70003000,5017758,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1999999997 55.9166666997)
99,G70107,1981,,19810826180000,19810927190500,Lightning,1981-G70107,4.0,7.0,4070107,Fire,,,55.84,-121.191,0.8,JA70003000,4975895,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1910000007 55.8400000004)
100,G70076,1981,,19810825223000,19810826150000,Lightning,1981-G70076,4.0,7.0,4070076,Fire,,,55.919,-121.139,0.1,JA70003000,4975513,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1390000007 55.9190000003)
101,G70073,1981,,19810825223000,19810826143000,Lightning,1981-G70073,4.0,7.0,4070073,Fire,,,55.905,-121.139,0.1,JA70003000,4975510,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1389999999 55.9049999996)
102,G70049,1980,,19800212150000,19800516184200,Unknown,1980-G70049,4.0,7.0,4070049,Fire,,,55.775,-120.773,12.0,JA70003000,4973384,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7730000003 55.7749999997)
103,G70347,1999,,19991018140000,19991021123000,Person,1999-G70347,4.0,7.0,4070347,Fire,,,55.7717,-120.58,31.1,JA70003000,5020595,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5799999993 55.7716666997)
104,G70005,1994,,19940507094500,,Person,1994-G70005,4.0,7.0,4070005,Fire,,,55.783,-120.75,0.9,JA70003000,5012101,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7500000005 55.7830000003)
105,G70129,1999,,,,Unknown,1999-G70129,4.0,7.0,4070129,Nuisance Fire,,,55.7971,-120.7326,,JA70003000,5021658,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7325999995 55.7971167004)
106,G70035,1988,,19881005080000,19881008205900,Person,1988-G70035,4.0,7.0,4070035,Fire,,,55.839,-120.778,3.8,JA70003000,4994944,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7779999995 55.839)
107,C40053,1985,,19850801160000,19850801213500,Lightning,1985-C40053,7.0,4.0,7040053,Fire,,,55.854,-120.626,0.1,JA70003000,4986422,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6259999995 55.8540000001)
108,G70002,1983,,19830518140000,19830519101200,Unknown,1983-G70002,4.0,7.0,4070002,Fire,,,55.883,-120.73,53.0,JA70003000,4980699,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7300000007 55.8829999998)
109,G90471,1998,,19981001080000,,Lightning,1998-G90471,4.0,9.0,4090471,Fire,,,55.8833,-120.5,,JA70003000,5018804,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5000000002 55.8833332997)
110,G70004,1986,,19860506120000,19860531100600,Unknown,1986-G70004,4.0,7.0,4070004,Fire,,,55.898,-120.747,0.5,JA70003000,4988579,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7469999999 55.8979999999)
111,G70036,1981,,19810615140000,19810812120600,Unknown,1981-G70036,4.0,7.0,4070036,Fire,,,55.919,-120.825,245.0,JA70003000,4975709,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.825 55.9189999996)
112,G70035,1976,,19760504130000,19760504160000,Person,1976-G70035,4.0,7.0,4070035,Fire,,,55.927,-120.536,7.1,JA70003000,4964052,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5360000008 55.927)
113,G70092,1998,,19980523110000,19980523180000,Unknown,1998-G70092,4.0,7.0,4070092,Fire,,,55.9333,-120.6667,0.2,JA70003000,5017639,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6666666992 55.9333333001)
114,G70011,1985,,19850519100000,19850609182900,Person,1985-G70011,4.0,7.0,4070011,Fire,,,55.934,-120.678,1295.0,JA70003000,4985259,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6780000004 55.9339999998)
115,G70086,1971,,19710501,19710511030000,Unknown,1971-G70086,4.0,7.0,4070086,Fire,,,55.934,-120.678,1499.7,JA70003000,4952587,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6780000004 55.9339999998)
116,G70151,1999,,19990731160000,19990816145000,Lightning,1999-G70151,4.0,7.0,4070151,Fire,,,55.9385,-120.6393,0.4,JA70003000,5021232,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6393167005 55.9384999996)
117,G70039,1988,,19881010070000,19881010152900,Person,1988-G70039,4.0,7.0,4070039,Fire,,,55.938,-120.507,0.1,JA70003000,4995157,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5070000005 55.9379999997)
118,G70007,1989,,19890427180000,19890427215900,Person,1989-G70007,4.0,7.0,4070007,Fire,,,55.946,-120.618,2.4,JA70003000,4997137,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6180000001 55.9459999999)
119,G70019,1988,,19880926160000,19880927110000,Person,1988-G70019,4.0,7.0,4070019,Fire,,,55.946,-120.618,0.0,JA70003000,4994733,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6180000001 55.9459999999)
120,G70008,1991,,19910420153000,19910420210000,Unknown,1991-G70008,4.0,7.0,4070008,Fire,,,55.946,-120.539,14.8,JA70003000,5002551,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5390000007 55.9460000003)
121,G70025,1991,,19910505,19910505195900,Unknown,1991-G70025,4.0,7.0,4070025,Fire,,,55.946,-120.523,3.0,JA70003000,5002150,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5229999998 55.9460000002)
122,G70009,1992,,19920525152000,19920526093000,Person,1992-G70009,4.0,7.0,4070009,Fire,,,55.946,-120.491,52.3,JA70003000,5005864,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4909999993 55.9460000004)
123,G70058,1984,,19840902120000,19840902162900,Person,1984-G70058,4.0,7.0,4070058,Fire,,,55.955,-120.562,0.1,JA70003000,4983332,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5620000006 55.955)
124,G70164,1973,,19730812120000,19730812234100,Person,1973-G70164,4.0,7.0,4070164,Fire,,,55.955,-120.536,0.4,JA70003000,4955974,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5360000002 55.9549999996)
125,G70071,1970,,19700604,19700604013600,Person,1970-G70071,4.0,7.0,4070071,Fire,,,55.963,-120.562,0.1,JA70003000,4947173,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5620000002 55.9629999997)
126,G70298,1970,,19700802120000,19700802195300,Person,1970-G70298,4.0,7.0,4070298,Fire,,,55.963,-120.562,0.1,JA70003000,4948465,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5620000002 55.9629999997)
127,G70029,1991,,19910519130000,19910519161900,Person,1991-G70029,4.0,7.0,4070029,Fire,,,55.964,-120.571,2.0,JA70003000,5002154,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5709999996 55.9640000001)
128,G70038,1991,,19910601160000,19910601191000,Person,1991-G70038,4.0,7.0,4070038,Fire,,,55.982,-120.555,0.8,JA70003000,5002205,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5550000005 55.9820000004)
129,G70470,1998,,19980817120000,19980818180000,Person,1998-G70470,4.0,7.0,4070470,Fire,,,55.9833,-120.4833,0.1,JA70003000,5017735,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4833332994 55.9833333001)
130,G70056,1991,,19910822130000,19910824095800,Unknown,1991-G70056,4.0,7.0,4070056,Fire,,,55.991,-120.507,18.0,JA70003000,5002377,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5070000007 55.9910000003)
131,G70089,1981,,19810826230000,19810827140000,Lightning,1981-G70089,4.0,7.0,4070089,Fire,,,55.687,-120.023,0.1,JA70003000,4975683,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0229999999 55.6869999996)
132,G70004,1978,,19780604,19780604234100,Person,1978-G70004,4.0,7.0,4070004,Fire,,,55.713,-120.467,56.0,JA70003000,4967817,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4669999995 55.7130000003)
133,G70034,1988,,19881008100000,19881009095900,Person,1988-G70034,4.0,7.0,4070034,Fire,,,55.714,-120.477,154.0,JA70003000,4994943,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4769999992 55.7140000002)
134,G70017,1980,,19800501150000,19800501160600,Person,1980-G70017,4.0,7.0,4070017,Fire,,,55.705,-120.247,12.0,JA70003000,4972802,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2470000005 55.7050000003)
135,G70011,1982,,19820529040000,19820529160000,Person,1982-G70011,4.0,7.0,4070011,Fire,,,55.698,-120.01,25.0,JA70003000,4979273,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0099999995 55.6980000004)
136,G70027,1980,,19800430110000,19800504150600,Person,1980-G70027,4.0,7.0,4070027,Fire,,,55.72,-120.441,162.0,JA70003000,4972958,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4409999998 55.7200000003)
137,G70031,1989,,19890509140000,19890509155000,Person,1989-G70031,4.0,7.0,4070031,Fire,,,55.723,-120.445,1.0,JA70003000,4995894,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4450000001 55.7230000001)
138,G70028,1989,,19890507100000,19890507135900,Person,1989-G70028,4.0,7.0,4070028,Fire,,,55.723,-120.445,2.5,JA70003000,4995891,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4450000001 55.7230000001)
139,G70007,1994,,19940510194000,19940512175800,Person,1994-G70007,4.0,7.0,4070007,Fire,,,55.717,-120.25,15.0,JA70003000,5012103,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2499999997 55.7170000003)
140,G70049,1976,,19760504200000,19760506100600,Person,1976-G70049,4.0,7.0,4070049,Fire,,,55.727,-120.428,21.0,JA70003000,4964053,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.428 55.7270000003)
141,G70051,1991,,19910810160000,19910818175900,Unknown,1991-G70051,4.0,7.0,4070051,Fire,,,55.741,-120.477,2.0,JA70003000,5002218,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4769999996 55.7409999998)
142,G70165,1973,,19730801,19730801050600,Unknown,1973-G70165,4.0,7.0,4070165,Fire,,,55.734,-120.299,1.4,JA70003000,4955975,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2990000003 55.7339999998)
143,G70027,1998,,19980502140000,19980503080000,Person,1998-G70027,4.0,7.0,4070027,Fire,,,55.7333,-120.1167,1.5,JA70003000,5017711,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1166667007 55.7333333004)
144,G70030,1989,,19890508100000,19890508162900,Person,1989-G70030,4.0,7.0,4070030,Fire,,,55.75,-120.461,2.5,JA70003000,4995893,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4610000002 55.7500000001)
145,G70016,1987,,19870524140000,19870524221400,Person,1987-G70016,4.0,7.0,4070016,Fire,,,55.732,-120.017,0.3,JA70003000,4992262,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0170000001 55.7319999999)
146,G00379,1967,,19670827,19670827011800,Person,1967-G00379,4.0,0.0,4000379,Fire,,,55.76,-120.48,0.1,JA70003000,4941487,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4799999993 55.7599999996)
147,G70001,1978,,19780513120000,19780513200600,Person,1978-G70001,4.0,7.0,4070001,Fire,,,55.742,-120.036,11.0,JA70003000,4967814,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0359999994 55.7419999999)
148,G70004,1980,,19800416163000,19800416213000,Person,1980-G70004,4.0,7.0,4070004,Fire,,,55.76,-120.204,5.5,JA70003000,4972696,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2040000002 55.7600000003)
149,G70524,1998,,19980912130000,,Person,1998-G70524,4.0,7.0,4070524,Fire,,,55.8,-120.45,,JA70003000,5017754,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4499999992 55.8000000004)
150,G70025,1989,,19890505130000,19890505210000,Unknown,1989-G70025,4.0,7.0,4070025,Fire,,,55.795,-120.033,68.0,JA70003000,4996559,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0329999997 55.795)
151,G70058,1990,,19900908080000,19900924100000,Unknown,1990-G70058,4.0,7.0,4070058,Fire,,,55.848,-120.255,60.0,JA70003000,5000207,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2550000005 55.8479999997)
152,G70066,1991,,19911002090000,19911007100200,Person,1991-G70066,4.0,7.0,4070066,Fire,,,55.893,-120.316,31.0,JA70003000,5002419,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3160000007 55.893)
153,G70050,1981,,19810818120000,19810819040000,Person,1981-G70050,4.0,7.0,4070050,Fire,,,55.963,-120.26,0.1,JA70003000,4975878,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2600000006 55.9630000002)
154,G70039,1982,,19820618100000,19820618220000,Person,1982-G70039,4.0,7.0,4070039,Fire,,,55.977,-120.441,80.0,JA70003000,4979109,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4410000002 55.9770000001)
155,G80003,1986,,19860601130000,19860601140000,Person,1986-G80003,4.0,8.0,4080003,Fire,,,56.01,-120.163,2.4,JA70003000,4987877,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1629999994 56.0100000002)
156,G70057,1976,,19760506,19760506180000,Person,1976-G70057,4.0,7.0,4070057,Fire,,,56.097,-120.124,4.0,JA70003000,4964087,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1239999998 56.0970000004)
157,GA0159,1971,,19710501,19710501060500,Person,1971-GA0159,4.0,10.0,4100159,Fire,,,56.111,-120.374,1.8,JA70003000,4951647,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3740000002 56.1109999996)
158,G80136,1995,,19950604170000,19950604194300,Lightning,1995-G80136,4.0,8.0,4080136,Fire,,,56.103,-120.117,0.0,JA70003000,5014132,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1169999998 56.1029999998)
159,G80011,1990,,19900801160000,,Person,1990-G80011,4.0,8.0,4080011,Fire,,,56.134,-120.074,0.2,JA70003000,4999848,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0739999993 56.1339999997)
160,GA0058,1971,,19710507,19710507130400,Person,1971-GA0058,4.0,10.0,4100058,Fire,,,56.14,-120.203,48.5,JA70003000,4951791,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2029999998 56.1400000002)
161,G70053,1990,,19900810080000,19900829154800,Person,1990-G70053,4.0,7.0,4070053,Fire,,,55.732,-121.239,2.0,JA70003000,5000202,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2390000006 55.7319999999)
162,G70030,1998,,19980502210000,19980503001500,Person,1998-G70030,4.0,7.0,4070030,Fire,,,55.7167,-121.2333,0.0,JA70003000,5017712,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2333332998 55.7166667001)
163,G70027,1990,,19900802080000,19900811172900,Person,1990-G70027,4.0,7.0,4070027,Fire,,,55.804,-121.208,0.8,JA70003000,4999752,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2080000005 55.8040000003)
164,GI0009,1976,,19760424210000,19760425210600,Person,1976-GI0009,4.0,18.0,4180009,Fire,,,55.727,-121.217,23.0,JA70003000,4964348,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2170000003 55.7270000003)
165,GI0011,1978,,19780603163000,19780603181800,Person,1978-GI0011,4.0,18.0,4180011,Fire,,,55.72,-121.217,0.3,JA70003000,4967988,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2169999996 55.7199999997)
166,G70055,1976,,19760425,19760501063600,Person,1976-G70055,4.0,7.0,4070055,Fire,,,55.775,-121.204,4737.9,JA70003000,4964088,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2040000007 55.7749999996)
167,G70007,1984,,19840630150000,19840703175900,Person,1984-G70007,4.0,7.0,4070007,Fire,,,55.818,-121.191,0.1,JA70003000,4983348,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1910000007 55.8179999997)
168,G70008,1986,,19860607163000,19860608120600,Lightning,1986-G70008,4.0,7.0,4070008,Fire,,,55.768,-121.191,22.6,JA70003000,4988282,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1909999995 55.7679999999)
169,G70006,1978,,19780630110000,19780630190000,Person,1978-G70006,4.0,7.0,4070006,Fire,,,55.749,-121.191,20.0,JA70003000,4967819,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1910000003 55.7490000004)
170,G70019,1991,,19910501110000,19910501150000,Unknown,1991-G70019,4.0,7.0,4070019,Fire,,,55.723,-121.192,2.5,JA70003000,5002728,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1919999997 55.7229999999)
171,G70042,1982,,19820628150000,19820629193600,Person,1982-G70042,4.0,7.0,4070042,Fire,,,55.782,-121.178,17.0,JA70003000,4979210,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1780000002 55.7819999996)
172,G70157,1971,,19710511,19710511000600,Person,1971-G70157,4.0,7.0,4070157,Fire,,,55.742,-121.178,4404.6,JA70003000,4951832,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1779999995 55.7420000001)
173,GI0086,1975,,19750626210000,19750626231200,Person,1975-GI0086,4.0,18.0,4180086,Fire,,,55.742,-121.152,0.2,JA70003000,4962660,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1519999993 55.7419999998)
174,G70003,1991,,19910417100000,19910417175800,Person,1991-G70003,4.0,7.0,4070003,Fire,,,55.741,-121.128,3.0,JA70003000,5002504,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1279999998 55.7409999996)
175,G00146,1969,,19690613080000,19690613184100,Unknown,1969-G00146,4.0,0.0,4000146,Fire,,,55.742,-121.126,1.0,JA70003000,4944606,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1260000001 55.7419999998)
176,G70022,1974,,19740607190000,19740609130600,Person,1974-G70022,4.0,7.0,4070022,Fire,,,55.713,-121.062,73.6,JA70003000,4958693,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0620000008 55.7129999998)
177,G70018,1990,,19900715120000,19900805185900,Unknown,1990-G70018,4.0,7.0,4070018,Fire,,,55.804,-120.969,0.5,JA70003000,5000260,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.969 55.8040000001)
178,G70062,1991,,19911004140000,19911006095900,Person,1991-G70062,4.0,7.0,4070062,Fire,,,55.696,-120.922,1.0,JA70003000,5002415,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9219999994 55.6959999998)
179,G70010,1989,,19890429070000,19890505170000,Unknown,1989-G70010,4.0,7.0,4070010,Fire,,,55.696,-120.922,11.5,JA70003000,4997181,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9219999994 55.6959999998)
180,G00230,1967,,19670717120000,19670717153500,Person,1967-G00230,4.0,0.0,4000230,Fire,,,55.713,-121.376,0.1,JA70003000,4941433,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3759999996 55.713)
181,G70016,1989,,19890503140000,19890503183000,Person,1989-G70016,4.0,7.0,4070016,Fire,,,55.714,-121.398,1.0,JA70003000,4996508,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3979999998 55.7140000003)
182,G70062,1999,,19990527160000,19990527210000,Person,1999-G70062,4.0,7.0,4070062,Fire,,,55.7242,-121.3833,3.0,JA70003000,5021170,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3833333002 55.7241667004)
183,GI0055,1977,,19770624170000,19770624201200,Person,1977-GI0055,4.0,18.0,4180055,Fire,,,55.727,-121.376,0.2,JA70003000,4965144,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3760000002 55.7270000002)
184,G70005,1996,,19960427163000,19960427202900,Person,1996-G70005,4.0,7.0,4070005,Fire,,,55.728,-121.242,1.5,JA70003000,5015004,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2420000002 55.7280000001)
185,G70004,1999,,19990423090000,19990423200000,Person,1999-G70004,4.0,7.0,4070004,Fire,,,55.7292,-121.2476,35.5,JA70003000,5021227,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2476166994 55.7291500003)
186,G70535,1998,,19980921140000,19980922120000,Person,1998-G70535,4.0,7.0,4070535,Fire,,,55.7333,-121.35,2.0,JA70003000,5017757,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3500000003 55.7333332996)
187,G70033,1980,,19800505130000,19800507093500,Unknown,1980-G70033,4.0,7.0,4070033,Fire,,,55.734,-121.35,366.0,JA70003000,4973006,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3500000002 55.7339999999)
188,G70076,1999,,,,Unknown,1999-G70076,4.0,7.0,4070076,Smoke Chase,,,55.7333,-121.2667,,JA70003000,5021880,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2666667005 55.7333333002)
189,GI0059,1976,,19760508,19760509210600,Person,1976-GI0059,4.0,18.0,4180059,Fire,,,55.734,-121.26,528.0,JA70003000,4963886,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2600000006 55.7340000004)
190,GI0167,1971,,19710501,19710501160600,Unknown,1971-GI0167,4.0,18.0,4180167,Fire,,,55.734,-121.243,2.4,JA70003000,4951328,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2429999996 55.7339999997)
